"";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12";"Q13";"Q14";"Q15";"Q16";"Q17";"Q18";"Q19";"Q20";"Q21";"Q22";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"E18";"E19";"E20";"E21";"E22";"introelapse";"testelapse";"surveyelapse";"TIPI1";"TIPI2";"TIPI3";"TIPI4";"TIPI5";"TIPI6";"TIPI7";"TIPI8";"TIPI9";"TIPI10";"VCL1";"VCL2";"VCL3";"VCL4";"VCL5";"VCL6";"VCL7";"VCL8";"VCL9";"VCL10";"VCL11";"VCL12";"VCL13";"VCL14";"VCL15";"VCL16";"IP_country";"education";"urban";"gender";"engnat";"age";"screenw";"screenh";"hand";"religion";"orientation";"race";"voted";"married";"familysize";"surveyaccurate";"major";"extr";"neur";"amab";"cons";"aber";"rv";"auth"
"396";2;2;2;9;2;9;2;8;9;1;9;6;9;2;8;1;1;9;6;9;9;1;7688;4916;6792;3046;5478;7181;6683;3421;5741;6468;4386;6840;10934;4624;4887;4731;3162;4593;9781;4425;3484;6777;12;128;116;3;3;6;6;6;2;5;3;1;6;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";2;2;2;1;18;1280;800;1;1;4;4;2;1;3;1;"";2,5;4;3,5;4,5;6;11;112
"397";9;9;8;7;6;4;8;1;6;8;4;7;2;8;6;5;6;4;9;4;3;6;32639;7252;8035;10354;4596;13301;11525;3337;14118;5149;10928;6374;8496;7105;12065;8241;9526;6313;6985;8963;6788;5345;4;210;147;2;2;4;6;7;2;5;2;5;2;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;"US";2;2;1;1;21;1536;864;2;6;1;1;1;1;1;1;"";2;3,5;5,5;3;4,5;11;112
"398";3;1;3;6;5;7;4;6;6;4;8;6;6;3;5;4;5;6;4;8;6;4;13690;11198;29402;6527;26653;14373;13084;8217;7571;8066;10532;7544;27876;11460;36512;7831;7627;5904;9596;6852;6811;12557;9;293;262;2;5;3;5;3;2;5;4;4;5;1;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";2;3;2;1;39;1080;1920;1;12;2;4;2;3;4;1;"";2;5;4,5;3,5;4;9;106
"399";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;7;9;1;6614;3489;4150;2528;6265;5238;7433;3218;3879;5017;7157;3253;6408;4219;6793;6055;11034;6580;4660;12705;5011;5541;63279;129;122;7;6;6;2;7;7;7;6;2;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;1;2;1;41;2048;1152;1;2;1;4;1;3;4;1;"Computer Science";7;6,5;2;6;6,5;13;98
"400";1;1;1;9;1;9;1;5;9;1;9;1;9;1;9;1;1;9;1;9;9;1;9711;6743;6253;2576;9431;4504;9181;3600;4935;5083;4550;4700;7484;8209;10897;14016;4729;2917;3832;2560;2600;2960;2;133;90;5;3;5;5;5;2;5;4;3;6;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;26;1280;800;1;2;3;4;2;1;1;1;"Nursing";3,5;4;4;4,5;5,5;10;96
"401";3;3;1;4;1;4;3;6;6;6;7;6;5;4;6;3;6;8;3;7;3;6;20678;5612;16354;6666;8533;9557;14376;5573;10610;19540;5720;5564;9394;6782;7835;8402;11076;6418;8191;3891;3891;8759;13;205;153;6;3;6;1;6;3;2;2;1;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;1;1;1;29;1600;900;1;4;1;4;2;1;3;1;"History";4,5;2,5;1;4;6;12;95
"402";1;1;7;9;1;9;3;8;9;5;8;3;8;5;9;1;1;8;2;7;7;2;9368;7092;16989;8001;13548;13905;14226;9158;7486;9146;10718;10968;11402;9416;12595;6894;7545;10171;7214;10949;23216;9299;4;244;223;2;3;6;5;7;1;4;3;6;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;2;2;1;32;320;480;1;2;1;4;1;1;2;1;"Environmental sciences";1,5;3,5;5,5;4,5;6,5;13;112
"403";3;1;2;9;6;8;2;9;8;1;9;3;8;2;8;1;2;9;3;9;9;1;12895;5104;10663;4040;12831;12512;9599;6912;17807;5576;5864;12511;8864;13047;5904;5376;16479;8656;7591;7096;4432;5512;8;201;140;5;6;7;5;3;2;7;7;2;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";4;1;1;1;45;1600;900;1;1;1;4;2;2;1;1;"psychology";3,5;6,5;3,5;7;4,5;12;109
"404";2;1;1;8;1;8;1;8;7;1;8;2;8;1;8;1;1;9;1;9;9;1;12522;4184;6663;5205;11567;6729;15775;3992;25440;11624;18056;6528;19387;12177;7663;9256;20388;6308;8408;5212;5955;11516;39;236;178;1;6;6;6;7;1;5;6;6;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;3;1;1;55;1280;960;1;2;1;4;2;1;5;1;"Physics";1;5,5;6;6;7;13;93
"405";1;8;9;9;5;9;9;1;1;5;9;5;9;9;7;1;1;1;9;8;9;9;18320;8098;9053;4129;12203;9006;10410;4546;10912;12552;6026;7256;9611;5704;12316;7974;13890;7848;11040;6035;4595;12891;2;206;134;3;1;4;7;4;1;1;3;4;4;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;21;1366;768;1;6;1;4;2;1;3;1;"";2;1;5,5;3,5;4;10;125
"406";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;6709;3221;6933;3130;6735;9172;5041;3526;3530;6483;6812;2998;5542;6770;10223;2988;3509;4779;7597;2529;3541;6241;3;120;235;5;3;6;1;6;4;3;6;1;3;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;3;2;1;23;1366;768;1;2;2;4;2;1;6;1;"English";4,5;3;1;6;4,5;12;100
"407";3;3;4;9;4;9;4;7;8;4;8;5;7;4;5;1;4;9;3;8;9;2;16315;8661;12552;5056;18679;10431;39436;11660;13159;13129;4327;7106;9367;15783;27550;7211;10754;7464;10169;5326;3969;5770;2570;308;121;5;4;2;2;6;2;7;5;3;7;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";1;3;2;1;15;1366;768;1;0;1;4;2;1;2;1;"";3,5;5,5;2,5;3,5;6,5;8;114
"408";1;1;1;9;1;9;1;3;8;1;8;1;9;6;9;1;1;9;1;9;9;1;8463;3400;6834;4168;13768;8017;6185;14719;8433;4906;6013;3984;8533;14220;8583;5085;5487;6565;6385;3900;4552;3766;2;157;151;4;3;3;7;7;1;6;1;7;7;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;3;2;2;18;1440;900;1;2;1;4;2;1;2;1;"psychology";2,5;4,5;7;2;7;12;97
"409";2;3;7;4;3;4;7;8;7;9;6;7;6;7;3;6;4;8;3;7;3;3;16801;11369;12755;5490;19163;24253;20234;3434;9202;5936;11233;6880;14240;12460;15053;7754;12380;10485;16305;2279;5870;8989;45;253;159;6;1;2;2;5;5;1;4;2;7;1;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;"US";3;2;1;1;20;1280;800;1;6;1;4;2;1;3;1;"Marketing";5,5;1;2;3;6;12;112
"410";8;7;2;5;9;7;8;5;6;8;8;7;4;7;2;6;6;7;8;8;3;8;17419;35478;12932;9559;17252;16026;18933;7801;18386;15691;17547;15465;14966;15444;26588;19499;21184;15749;14319;15590;16371;15105;8;382;250;6;6;6;2;3;3;6;3;1;5;1;1;1;1;1;0;0;0;1;1;0;0;1;1;1;1;"US";2;3;1;1;58;360;640;1;1;1;4;2;3;0;1;"";4,5;6;1,5;4,5;4;11;124
"411";3;1;2;9;3;8;2;5;8;2;8;2;8;2;8;2;2;9;2;9;8;2;76033;8287;14063;7257;22776;12532;13904;22992;56227;12464;9679;11569;17712;8588;15183;16552;12361;8912;11100;8145;9967;8121;20;387;397;2;7;6;5;5;1;6;6;3;6;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;"US";4;1;1;1;58;1152;864;1;6;1;4;1;1;3;1;"Sociology";1,5;6,5;4;6;5,5;14;101
"412";7;1;1;9;2;9;2;3;7;3;3;2;8;4;8;3;3;8;4;6;6;2;34399;17820;10147;9770;71390;7188;13565;7455;15422;14857;13033;6946;9816;19893;19343;20609;12535;10661;22424;9356;14246;11893;4;383;269;5;2;7;2;6;3;5;7;1;6;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;"US";3;3;2;1;33;360;640;1;12;1;4;2;2;3;1;"Education ";4;3,5;1,5;7;6;11;93
"413";3;1;1;9;2;9;2;7;8;2;9;3;9;4;8;1;2;9;2;7;8;2;16856;4534;8553;7802;9208;17655;7607;26682;6343;6546;7130;16019;8705;15596;7280;5804;18616;6484;13041;4258;6862;9459;8;233;226;2;6;6;3;5;1;5;3;2;5;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";1;1;2;1;16;360;640;1;2;5;4;2;1;3;1;"";1,5;5,5;2,5;4,5;5;11;104
"414";3;8;7;2;5;1;8;3;6;9;1;9;2;7;6;9;8;3;7;7;1;9;31652;111972;22331;17000;26572;8688;17383;9262;34041;10848;7102;12679;27917;9435;10486;6922;15486;7543;11869;9857;5315;11829;18;428;173;2;3;6;4;6;3;4;5;2;5;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;2;1;1;16;768;1024;1;6;1;4;2;1;1;1;"";2,5;3,5;3;5,5;5,5;9;110
"415";2;1;1;7;1;8;2;9;9;3;8;2;9;2;7;1;3;8;2;9;7;2;13978;64271;7647;5367;45612;7155;8052;3200;19831;5594;5462;3743;11330;7395;18061;4070;25433;4422;11961;4289;5766;8538;91;293;110;7;3;4;2;7;2;6;2;2;5;1;1;0;1;1;0;0;0;1;1;0;1;1;1;1;1;"US";1;2;1;1;17;1280;1024;1;2;1;4;2;1;1;1;"";4,5;4,5;2;3;6;11;100
"416";1;1;1;8;1;8;1;8;9;1;9;2;9;1;9;1;1;9;1;9;9;1;5783;3878;5394;3575;17384;5600;12136;2359;3321;5052;5281;3933;11267;2384;7151;3392;4345;2984;5967;1776;2408;6912;2;124;109;6;2;2;2;6;6;5;5;4;7;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;"US";2;2;1;1;18;1366;768;1;2;2;4;2;1;3;1;"";6;3,5;3;3,5;6,5;12;98
"417";3;1;3;8;4;7;2;4;7;3;6;2;8;2;7;1;3;9;2;6;4;2;20278;3306;11608;6425;14657;9311;7646;7178;11253;6364;7154;4214;10613;4043;9241;4526;6929;5746;6759;9398;9252;4549;16;182;176;1;2;2;7;6;2;3;1;6;3;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;"US";2;2;2;1;20;360;640;1;6;2;4;2;1;2;1;"history ";1,5;2,5;6,5;1,5;4,5;12;90
"418";2;2;2;8;1;9;1;8;9;1;9;2;9;2;8;1;1;9;1;9;8;2;11689;4783;7484;5340;15332;7800;9535;4703;6456;7083;5924;7468;1099467;5960;8048;7950;10844;5952;8931;4160;4536;10980;6040;1268;157;6;5;6;4;7;5;5;2;2;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;2;1;1;46;1920;1080;1;2;1;4;1;1;4;1;"Law";5,5;5;3;4;6,5;13;100
"419";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;106600;9184;9104;6288;11264;8696;13624;6224;6552;7344;6800;5272;8912;6768;22255;4432;10352;8696;10816;4248;5720;7824;3;678;163;3;5;6;1;7;1;6;6;2;7;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;3;1;1;35;1280;1024;1;1;1;4;2;1;4;1;"deaf studies";2;5,5;1,5;6;7;10;100
"420";8;2;7;3;8;1;7;5;6;6;8;8;3;8;3;4;6;9;6;8;5;4;16376;10547;8969;8609;13797;9079;9906;5297;13453;8266;6469;4906;21563;5172;14953;8907;10984;9266;7969;6938;6750;10328;7;220;162;5;1;6;5;2;7;1;3;5;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;50;1455;818;1;6;1;4;2;3;3;1;"";6;1;5;4,5;4;9;115
"421";1;1;1;9;1;9;1;9;9;1;9;3;1;1;9;1;1;9;1;9;9;1;10004;4825;6997;4570;7708;7129;8783;4563;4504;5459;5573;15875;6287;12307;9416;4626;6443;5027;6627;5195;5397;5547;7;155;168;1;3;7;3;6;1;7;3;2;3;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;3;1;1;61;768;1024;2;12;3;4;1;2;4;1;"";1;5;2,5;5;4,5;13;94
"422";1;2;2;9;1;7;1;9;9;2;8;3;8;3;9;2;1;9;1;9;7;1;350373;9187;5093;4244;4822;9359;5772;2690;3632;5620;6310;4377;6084;7139;4828;6541;6732;3236;5282;2977;4047;4960;725;464;87;2;2;3;5;5;5;6;1;3;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";3;2;1;1;37;1280;800;1;4;1;4;2;2;2;1;"journalism";3,5;4;4;2;3;12;101
"423";1;1;1;9;3;9;2;9;9;1;9;1;9;7;5;1;1;9;1;9;9;1;9876;9650;8288;11987;13493;11701;14377;7891;6827;7613;6854;6974;9676;10200;6287;12220;14012;7424;11123;8178;5431;7167;12;216;181;1;1;6;7;6;1;7;1;3;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;"US";2;2;1;1;15;320;480;2;1;1;4;2;1;2;1;"";1;4;5;3,5;3,5;15;105
"424";7;7;3;3;7;8;7;7;7;7;6;9;1;2;3;6;7;4;6;8;1;8;10256;7569;17197;8847;6751;11059;11899;14087;7208;5491;8837;3433;7419;4756;10671;6342;8071;10796;7851;7718;4029;14135;3;192;114;3;3;2;3;7;3;7;1;1;5;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;0;1;1;26;1280;1024;1;4;1;4;2;1;4;1;"Urban Planning";3;5;2;1,5;6;12;110
"425";2;1;2;2;1;9;2;8;8;8;8;2;8;1;6;3;2;9;2;3;5;2;21879;12836;20640;7255;24043;7809;12383;4189;4881;11739;11368;14550;12710;7465;993811;9877;12076;10788;8204;7867;9157;11623;14;1239;134;3;6;7;2;6;3;5;6;2;7;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;"US";2;2;1;1;38;1280;800;2;5;1;4;2;2;4;1;"";3;5,5;2;6,5;6,5;13;91
"426";6;2;6;8;6;7;7;5;8;2;8;5;6;8;7;3;5;7;7;8;6;5;22820;4065;9687;11116;14865;10892;7167;3648;10334;11639;7552;4342;11399;7063;119633;6928;18494;8044;7352;4191;4383;9007;4;315;129;2;6;5;6;7;3;7;3;2;6;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;"US";3;2;1;1;32;1360;768;1;12;1;4;2;1;1;1;"English";2,5;6,5;4;4;6,5;12;124
"427";1;6;1;7;1;9;3;7;9;7;7;7;8;6;9;1;2;4;1;6;4;2;5569;8648;4901;6929;184186;6623;8750;5885;3620;7796;3846;6069;6441;15195;3989;8386;8437;7579;5784;5397;3533;7291;457;326;121;7;1;5;2;6;6;6;3;3;5;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;"US";2;2;1;1;28;1600;900;1;12;1;4;1;1;1;1;"na";6,5;3,5;2,5;4;5,5;11;101
"428";2;1;1;9;1;9;1;6;9;1;9;1;9;1;9;1;1;9;1;9;9;2;25017;3013;9163;3304;9143;6164;9184;7037;4913;8036;4001;8991;6270;9747;9511;5173;7156;7000;7723;12310;5718;18336;11;189;150;2;2;6;1;6;2;4;3;1;7;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";4;1;2;1;25;1440;900;1;1;1;4;1;2;2;1;"Biochemistry, dental school for grad";2;3;1;4,5;6,5;10;98
"429";2;1;2;9;1;9;1;8;8;2;9;2;8;3;8;1;2;9;1;8;9;2;9517;3055;9208;2720;7840;6415;34887;6633;6022;4600;5472;2944;7464;10919;7600;9055;7664;4288;7696;13431;2664;4776;5;176;97;1;2;4;2;6;1;3;1;2;6;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";1;1;1;1;17;1366;768;1;2;2;4;2;1;1;1;"";1;2,5;2;2,5;6;10;102
"430";3;1;1;8;4;6;1;6;7;2;9;1;7;2;6;6;6;9;1;9;7;3;25487;5467;20498;19128;25910;24673;31011;10679;18892;27028;6540;8722;24059;8917;12632;17384;11782;8051;6961;4664;6922;12255;4;345;159;1;3;6;6;7;1;5;6;4;7;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;2;2;1;15;1366;768;1;4;1;4;2;1;4;1;"";1;4;5;6;7;9;101
"431";6;7;6;2;6;7;7;9;3;8;4;6;2;7;3;2;8;2;7;4;3;8;12419;5686;6996;3603;15211;6511;6952;4234;10106;7694;4774;3721;10229;8204;6719;5730;18057;2601;7189;5582;12191;2831;10;169;191;3;2;3;5;6;2;3;2;2;5;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;2;1;1;18;320;534;1;9;1;4;2;1;4;1;"";2,5;2,5;3,5;2,5;5,5;11;104
"432";7;2;9;1;8;4;8;2;7;8;4;8;1;9;6;7;8;8;7;8;1;9;32597;10976;9382;3933;24112;11610;8450;14235;10885;6576;9576;4602;7700;6030;15657;11111;8128;8490;22623;4547;4503;4717;3;243;242;5;1;7;6;6;5;1;3;5;5;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;25;1920;1080;1;6;1;4;1;1;2;1;"sport management";5;1;5,5;5;5,5;10;123
"433";2;1;1;9;1;8;1;6;9;2;7;1;9;3;7;1;1;9;1;8;6;1;8563;3437;6312;2887;7647;7158;5173;3659;4527;5125;8076;5762;7449;5580;8344;5347;6215;3411;5824;3108;5321;7672;5;128;116;3;6;3;4;6;2;6;5;3;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;2;1;19;1366;768;1;1;2;4;2;1;2;1;"media studies";2,5;6;3,5;4;6;9;91
"434";3;7;9;1;1;2;7;2;2;9;1;9;1;9;2;8;9;4;8;4;1;6;20203;7378;9678;6147;12796;12099;9193;6129;7350;5285;6091;5254;10716;6376;14362;9164;7961;9841;11656;5940;6733;8239;26;205;169;7;2;6;2;7;3;2;5;2;7;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;1;2;1;16;1920;1080;1;6;1;4;2;1;6;1;"psychology ";5;2;2;5,5;7;11;95
"435";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;14409;3112;3296;2464;3928;4663;7905;2784;3112;6256;5328;5136;10104;5840;7360;3408;8184;7376;4552;4007;4337;7344;21;126;122;2;5;5;1;6;2;3;3;2;5;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;2;1;1;21;1360;768;2;2;5;4;2;1;3;1;"Molecular & Cell Biology";2;4;1,5;4;5,5;10;100
"436";2;1;1;9;3;8;1;7;8;1;8;2;8;3;7;1;1;9;2;7;8;2;9808;2616;7727;14088;14952;7168;8872;4088;6840;4312;9384;3744;15080;11559;22512;5016;8688;4480;7728;3536;3772;9204;686;186;105;2;2;2;5;6;3;3;2;6;4;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;3;1;18;1366;768;1;2;4;4;2;1;5;1;"";2,5;2,5;5,5;2;5;9;96
"437";8;3;8;2;5;4;9;6;2;9;7;9;3;9;1;5;9;5;7;4;1;6;12223;4624;4832;3280;5848;6824;5816;4192;4872;5528;4808;2695;5728;7120;5728;5616;3728;21920;10223;22264;3608;5912;4;159;97;6;3;7;1;4;1;2;4;1;5;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;"US";2;1;1;1;18;1600;900;1;6;1;4;2;1;2;1;"nanoscience";3,5;2,5;1;5,5;4,5;12;111
"438";6;3;3;9;6;8;7;3;6;4;7;4;5;6;2;1;1;9;6;9;6;7;13161;5669;8561;2947;8075;28753;12177;18973;4541;6388;6571;15319;12911;6205;13063;11852;11187;4819;12549;7285;5229;8535;2;227;139;6;3;5;5;5;5;5;6;3;5;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;"US";2;2;1;1;18;768;1024;2;4;1;4;2;1;3;1;"";5,5;4;4;5,5;5;12;109
"439";4;1;1;9;2;7;2;9;9;7;9;8;3;3;7;2;8;9;1;1;5;3;28545;24770;7400;41586;59568;21546;34486;7384;9172;29422;7594;23566;17550;11382;6352;9844;7524;6962;7248;11824;16304;14762;191;406;166;7;2;6;2;7;2;6;6;2;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;1;1;1;40;960;600;3;2;1;4;0;1;3;1;"bio sci ";4,5;4;2;6;6,5;12;105
"440";1;1;1;9;1;9;1;9;9;1;9;1;9;9;9;1;1;9;1;9;9;1;6684;2361;4602;4287;5913;6153;6998;2754;4326;3399;3408;2025;8031;6200;4337;5152;5089;3463;4728;1856;3352;4545;277;101;97;1;1;1;7;7;3;5;5;7;7;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;2;2;1;15;1600;900;1;2;2;4;2;1;2;1;"";2;3;7;3;7;11;108
"441";3;1;1;8;2;8;1;3;7;1;8;1;8;2;9;1;2;8;2;6;6;1;15639;4135;10906;3793;18719;9564;17692;5370;12398;6718;13612;4005;11772;14287;12065;6543;20498;6416;13382;25827;7497;21114;3;265;158;1;1;3;5;6;2;3;3;5;7;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";4;2;1;1;27;1920;1080;1;1;3;4;1;1;2;1;"Computer Science";1,5;2;5;3;6,5;12;85
"442";6;6;3;4;3;4;4;4;6;4;8;6;3;4;6;4;6;7;7;7;4;4;11518;5354;8440;15913;8091;6990;9124;6038;6373;5888;9340;4538;9925;5873;8606;5555;6673;16579;6023;4036;4854;6239;2;173;95;7;3;5;3;6;3;5;2;3;7;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;"US";3;1;1;1;31;2560;1440;1;6;1;4;1;2;2;1;"Communications";5;4;3;3,5;6,5;13;98
"443";7;3;8;1;7;2;8;5;2;8;6;7;1;8;2;8;7;4;8;6;1;8;21564;52459;31055;64743;28157;21236;19281;7883;34286;17448;11084;29906;14591;11438;11351;34762;386266;12614;8261;10825;10348;10056;8;852;226;6;6;7;1;7;4;6;7;1;6;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;"US";3;3;1;1;48;1280;800;1;4;1;4;1;2;2;1;"Business";5;6;1;7;6,5;12;107
"444";2;2;2;9;2;9;1;7;9;3;9;3;9;2;9;1;2;9;2;8;5;2;5933;3873;2956;2828;13543;6485;7077;3522;4251;6521;2888;4716;3728;5520;4768;3075;12128;2891;5637;2896;6597;4223;17;117;81;4;3;5;4;7;2;5;2;2;2;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;2;1;17;1920;1080;1;1;4;1;2;1;2;1;"";3;4;3;3,5;4,5;10;103
"445";1;1;1;9;1;9;1;9;9;1;9;5;9;1;9;1;1;9;1;9;9;1;12193;4173;9746;7469;15416;6782;11617;3491;9329;7647;5957;15893;20647;7588;9892;7510;9345;12944;13972;3329;21359;5110;4;223;317;3;3;6;2;7;3;6;4;2;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;3;2;2;35;1093;614;2;1;1;4;1;1;1;1;"psychology";3;4,5;2;5;7;13;104
"446";3;2;3;8;4;5;1;7;9;2;7;3;8;1;7;1;2;8;3;8;4;4;11667;4858;3841;3385;8020;8850;7250;4781;3997;22864;3884;4699;43537;4010;10217;4807;7013;5434;4229;5739;5494;9212;15;193;137;2;3;5;4;7;6;4;3;6;5;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;40;390;693;0;2;1;4;2;2;2;1;"engineering ";4;3,5;5;4;6;14;95
"447";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;6900;2273;3907;2855;5246;7364;4184;2519;4850;3694;4700;3228;3742;3238;4845;2998;4159;3764;3241;6601;4272;2144;2;92;135;1;1;3;7;3;1;2;2;2;6;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;"US";3;2;1;1;18;360;640;2;2;1;4;2;1;3;1;"Philosophy";1;1,5;4,5;2,5;4,5;12;100
"448";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;4168;3187;4450;6177;3340;21184;4611;2531;3870;4395;2515;3150;3223;9501;12293;3982;3119;4186;4184;2466;2651;3049;2;333;5;5;6;3;6;6;3;5;3;4;6;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;"US";3;2;2;1;22;600;960;1;6;5;5;1;1;3;1;"communications";4;5,5;5;3;6;8;100
"449";5;2;3;8;2;5;2;3;7;4;4;5;6;3;5;3;5;7;3;5;6;2;4882;6998;18296;3485;10415;10764;20128;5319;5620;16321;7287;3960;11295;7485;11012;9787;8663;8974;5057;6094;6378;14828;2110;205;163;4;4;6;4;6;2;6;5;4;5;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;24;1024;600;1;12;1;4;1;1;2;1;"Music";3;5;4;5,5;5,5;10;88
"450";8;4;9;3;8;1;9;1;7;9;8;5;6;9;2;9;9;8;9;3;2;9;8268;6631;10540;6052;8825;5378;10176;7446;5725;6021;7595;6518;7909;4413;6191;5048;5970;3830;10400;8703;4580;4581;10;153;129;1;2;6;7;2;1;5;4;3;3;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;2;1;1;22;1440;900;1;6;1;4;1;1;3;1;"Flight Technology";1;3,5;5;5;2,5;10;126
"451";2;1;1;9;2;9;4;9;9;1;9;1;9;9;9;1;5;9;1;9;9;1;11563;17304;6157;4157;5171;7308;7915;7819;9391;6692;9692;5107;15061;8716;13326;8617;21043;13291;16035;6708;10678;6543;2525;224;134;5;7;7;5;7;3;7;1;7;7;1;1;1;1;0;1;0;1;0;1;0;0;1;1;1;1;"US";3;1;2;1;19;1600;900;3;6;2;4;2;1;2;1;"Radio and Television";4;7;6;4;7;11;116
"452";5;7;6;2;5;2;5;4;5;8;3;7;1;6;1;6;6;3;5;3;1;5;17907;7990;17554;4933;18276;6188;11082;4811;15122;8593;7427;5939;8732;7620;7426;13951;9100;8886;11779;5144;3502;13958;2938;217;139;2;6;6;4;5;2;7;6;3;6;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";2;2;2;1;49;1920;1080;3;5;1;4;1;2;3;1;"";2;6,5;3,5;6;5,5;12;84
"453";1;1;1;7;2;8;1;7;9;1;9;5;8;2;9;2;2;9;2;9;4;1;12250;7353;7780;10507;8857;8837;8176;8647;9342;12153;9089;11115;11990;5804;9789;10834;9180;9571;10076;5448;7783;8657;9;207;216;3;3;6;2;7;2;5;3;4;6;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";1;2;1;1;16;360;640;1;1;1;4;2;1;3;1;"";2,5;4;3;4,5;6,5;10;98
"454";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;7836;6098;7247;27989;3625;12990;3754;8511;5512;11185;10034;4361;7358;10107;5024;21859;29844;5527;7463;25885;26629;7298;27;258;291;3;6;6;2;7;3;7;3;3;7;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;2;1;21;1280;800;1;2;3;4;2;1;2;1;"Computer Science";3;6,5;2,5;4,5;7;10;100
